timestamp_utc,exchange,pair,best_bid,best_ask,last_price
2026-03-13T05:38:39.546026+00:00,indodax,BTCIDR,1208489000,1208490000,1208490000
2026-03-13T05:39:41.884890+00:00,indodax,BTCIDR,1208489000,1208490000,1208490000
2026-03-13T05:40:44.136796+00:00,indodax,BTCIDR,1208489000,1208490000,1208490000
2026-03-13T05:41:46.368703+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:42:48.474811+00:00,indodax,BTCIDR,1208489000,1208490000,1208490000
2026-03-13T05:43:50.751340+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:44:53.362281+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:45:56.459516+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:46:59.068997+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:48:01.509816+00:00,indodax,BTCIDR,1208808000,1208809000,1208809000
2026-03-13T05:49:04.947879+00:00,indodax,BTCIDR,1208808000,1208809000,1208808000
2026-03-13T05:50:07.375945+00:00,indodax,BTCIDR,1208808000,1208809000,1208808000
2026-03-13T05:51:10.188937+00:00,indodax,BTCIDR,1208489000,1208809000,1208809000
2026-03-13T05:52:13.051799+00:00,indodax,BTCIDR,1208494000,1208809000,1208809000
2026-03-13T05:53:15.714925+00:00,indodax,BTCIDR,1208495000,1208497000,1208497000
2026-03-13T05:54:17.625858+00:00,indodax,BTCIDR,1208495000,1208497000,1208497000
2026-03-13T05:55:20.200496+00:00,indodax,BTCIDR,1208496000,1208497000,1208496000
2026-03-13T05:56:22.570579+00:00,indodax,BTCIDR,1208500000,1208809000,1208809000
2026-03-13T05:57:26.283381+00:00,indodax,BTCIDR,1208808000,1208809000,1208809000
2026-03-13T05:58:30.387285+00:00,indodax,BTCIDR,1208736000,1208809000,1208809000
2026-03-13T05:59:32.900924+00:00,indodax,BTCIDR,1208808000,1208809000,1208809000
2026-03-13T06:00:37.137590+00:00,indodax,BTCIDR,1208503000,1208809000,1208809000
2026-03-13T06:01:40.493375+00:00,indodax,BTCIDR,1208702000,1208809000,1208809000
2026-03-13T06:02:43.504531+00:00,indodax,BTCIDR,1208497000,1208500000,1208497000
2026-03-13T06:03:45.874360+00:00,indodax,BTCIDR,1208497000,1208499000,1208497000
2026-03-13T06:04:48.294736+00:00,indodax,BTCIDR,1208497000,1208499000,1208497000
2026-03-13T06:05:51.514277+00:00,indodax,BTCIDR,1208497000,1208499000,1208499000
2026-03-13T06:06:54.917283+00:00,indodax,BTCIDR,1208497000,1208498000,1208497000
2026-03-13T06:07:57.135698+00:00,indodax,BTCIDR,1208497000,1208498000,1208497000
2026-03-13T06:09:00.144206+00:00,indodax,BTCIDR,1208498000,1208500000,1208498000
2026-03-13T06:10:02.955931+00:00,indodax,BTCIDR,1208498000,1208499000,1208498000
2026-03-13T06:11:05.476812+00:00,indodax,BTCIDR,1208498000,1208499000,1208498000
2026-03-13T06:12:07.675950+00:00,indodax,BTCIDR,1208498000,1208499000,1208498000
2026-03-13T06:13:09.929017+00:00,indodax,BTCIDR,1208498000,1208500000,1208500000
2026-03-13T06:14:13.026299+00:00,indodax,BTCIDR,1208498000,1208808000,1208808000
2026-03-13T06:15:17.964099+00:00,indodax,BTCIDR,1208497000,1208806000,1208806000
2026-03-13T06:16:20.737413+00:00,indodax,BTCIDR,1208498000,1208790000,1208498000
2026-03-13T06:17:24.323949+00:00,indodax,BTCIDR,1208497000,1208775000,1208497000
2026-03-13T06:18:26.257181+00:00,indodax,BTCIDR,1208495000,1208766000,1208766000
2026-03-13T06:19:41.087916+00:00,indodax,BTCIDR,1208495000,1208746000,1208746000
2026-03-13T06:20:43.599729+00:00,indodax,BTCIDR,1208494000,1208749000,1208758000
2026-03-13T06:21:46.536148+00:00,indodax,BTCIDR,1207544000,1208494000,1207544000
2026-03-13T06:22:49.494360+00:00,indodax,BTCIDR,1207544000,1208449000,1207544000
2026-03-13T06:23:51.409550+00:00,indodax,BTCIDR,1207544000,1208758000,1207544000
2026-03-13T06:24:54.596051+00:00,indodax,BTCIDR,1207544000,1208494000,1207544000
2026-03-13T06:25:57.027451+00:00,indodax,BTCIDR,1206999000,1207564000,1207564000
2026-03-13T06:27:15.543853+00:00,indodax,BTCIDR,1205981000,1206999000,1205987000
2026-03-13T06:28:17.579830+00:00,indodax,BTCIDR,1205691000,1206999000,1206999000
2026-03-13T06:29:19.359129+00:00,indodax,BTCIDR,1205691000,1205778000,1205789000
2026-03-13T06:30:22.414232+00:00,indodax,BTCIDR,1205691000,1205692000,1205692000
2026-03-13T06:31:25.699930+00:00,indodax,BTCIDR,1205691000,1206081000,1205691000
2026-03-13T06:32:27.581458+00:00,indodax,BTCIDR,1205691000,1205834000,1206634000
2026-03-13T06:33:30.622738+00:00,indodax,BTCIDR,1205689000,1206772000,1206774000
2026-03-13T06:34:32.388450+00:00,indodax,BTCIDR,1205678000,1205688000,1205688000
2026-03-13T06:35:34.989429+00:00,indodax,BTCIDR,1205678000,1205689000,1205678000
2026-03-13T06:36:37.793075+00:00,indodax,BTCIDR,1204062000,1205686000,1204062000
2026-03-13T06:37:40.542274+00:00,indodax,BTCIDR,1204062000,1204939000,1204937000
2026-03-13T06:38:43.860076+00:00,indodax,BTCIDR,1204063000,1204939000,1204062000
2026-03-13T06:39:47.349119+00:00,indodax,BTCIDR,1204066000,1205690000,1205690000
2026-03-13T06:40:50.393341+00:00,indodax,BTCIDR,1204065000,1205690000,1204065000
2026-03-13T06:41:52.220802+00:00,indodax,BTCIDR,1205065000,1205690000,1205065000
2026-03-13T06:42:55.001898+00:00,indodax,BTCIDR,1205065000,1205690000,1205690000
2026-03-13T06:43:57.763502+00:00,indodax,BTCIDR,1205069000,1206439000,1205069000
2026-03-13T06:45:00.425214+00:00,indodax,BTCIDR,1205065000,1205066000,1205065000
2026-03-13T06:46:02.686032+00:00,indodax,BTCIDR,1205065000,1205496000,1205497000
2026-03-13T06:47:05.508302+00:00,indodax,BTCIDR,1203780000,1205066000,1203780000
2026-03-13T06:48:08.348884+00:00,indodax,BTCIDR,1203784000,1205066000,1203783000
2026-03-13T06:49:10.784313+00:00,indodax,BTCIDR,1203785000,1205497000,1205486000
2026-03-13T06:50:13.320412+00:00,indodax,BTCIDR,1203787000,1205133000,1203787000
2026-03-13T06:51:15.687686+00:00,indodax,BTCIDR,1203793000,1205497000,1205497000
2026-03-13T06:52:18.224890+00:00,indodax,BTCIDR,1203794000,1205496000,1205496000
2026-03-13T06:53:20.388256+00:00,indodax,BTCIDR,1203796000,1205497000,1203797000
2026-03-13T06:54:23.578172+00:00,indodax,BTCIDR,1203797000,1205497000,1203796000
2026-03-13T06:55:26.587811+00:00,indodax,BTCIDR,1203802000,1205496000,1203800000
2026-03-13T06:56:29.828136+00:00,indodax,BTCIDR,1203798000,1205496000,1205496000
2026-03-13T06:57:33.490063+00:00,indodax,BTCIDR,1203799000,1205499000,1205499000
2026-03-13T06:58:35.282727+00:00,indodax,BTCIDR,1203799000,1205499000,1203799000
2026-03-13T06:59:38.807663+00:00,indodax,BTCIDR,1203799000,1206700000,1203799000
2026-03-13T07:00:41.103336+00:00,indodax,BTCIDR,1203799000,1206264000,1203799000
2026-03-13T07:01:44.150051+00:00,indodax,BTCIDR,1203799000,1204706000,1205792000
2026-03-13T07:02:47.733832+00:00,indodax,BTCIDR,1203799000,1204706000,1203799000
2026-03-13T07:03:50.260932+00:00,indodax,BTCIDR,1204705000,1204706000,1204706000
2026-03-13T07:04:52.406766+00:00,indodax,BTCIDR,1206263000,1206264000,1206263000
2026-03-13T07:05:55.384207+00:00,indodax,BTCIDR,1205687000,1206264000,1205686000
2026-03-13T07:06:58.121394+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:08:01.150240+00:00,indodax,BTCIDR,1206655000,1206700000,1206700000
2026-03-13T07:09:05.299488+00:00,indodax,BTCIDR,1206658000,1206700000,1206700000
2026-03-13T07:10:08.229701+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:11:11.519372+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:12:14.245426+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:13:16.616298+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:14:19.459612+00:00,indodax,BTCIDR,1205862000,1206700000,1205862000
2026-03-13T07:15:24.018913+00:00,indodax,BTCIDR,1205865000,1206700000,1206700000
2026-03-13T07:16:26.085087+00:00,indodax,BTCIDR,1205867000,1206700000,1206700000
2026-03-13T07:17:30.119994+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:18:32.324467+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:19:35.032147+00:00,indodax,BTCIDR,1206699000,1206700000,1206699000
2026-03-13T07:20:39.076309+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:21:42.329691+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:22:45.173633+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:23:48.607603+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:24:50.925149+00:00,indodax,BTCIDR,1206699000,1206700000,1206699000
2026-03-13T07:25:53.228458+00:00,indodax,BTCIDR,1206699000,1206700000,1206699000
2026-03-13T07:26:55.868614+00:00,indodax,BTCIDR,1206699000,1206700000,1206700000
2026-03-13T07:27:59.857640+00:00,indodax,BTCIDR,1206699000,1206700000,1206699000
2026-03-13T07:29:02.790129+00:00,indodax,BTCIDR,1207563000,1207999000,1207999000
2026-03-13T07:30:06.213538+00:00,indodax,BTCIDR,1206928000,1207999000,1207998000
2026-03-13T07:31:09.425486+00:00,indodax,BTCIDR,1207998000,1207999000,1207999000
2026-03-13T07:32:12.955613+00:00,indodax,BTCIDR,1206926000,1207717000,1207717000
2026-03-13T07:33:15.749915+00:00,indodax,BTCIDR,1207292000,1207293000,1207293000
2026-03-13T07:34:18.687081+00:00,indodax,BTCIDR,1206699000,1207288000,1207290000
2026-03-13T07:35:21.674904+00:00,indodax,BTCIDR,1206699000,1207280000,1207280000
2026-03-13T07:36:27.333612+00:00,indodax,BTCIDR,1206699000,1207250000,1206699000
2026-03-13T07:37:30.241723+00:00,indodax,BTCIDR,1207249000,1207250000,1207250000
2026-03-13T07:38:32.798813+00:00,indodax,BTCIDR,1207249000,1207250000,1207250000
